timestamp,device_id,animal_type,confidence,action_triggered,stay_duration
2026-07-14 06:17:00,camera_001,boar,0.8502,wolf_voice,24
2026-07-14 10:18:00,camera_001,monkey,0.7952,random_buzzer,60
2026-07-14 12:51:00,camera_001,monkey,0.8604,predator_voice,111
2026-07-14 15:41:00,camera_001,boar,0.8898,strong_led_flash,87
2026-07-14 18:43:00,camera_001,monkey,0.7627,random_buzzer,25
2026-07-14 21:45:00,camera_001,boar,0.9022,led_flash_buzzer,48
2026-07-15 02:13:00,camera_001,monkey,0.7548,predator_voice,100
2026-07-15 05:36:00,camera_001,monkey,0.9276,led_flash_buzzer,54
2026-07-15 11:20:00,camera_001,boar,0.9453,strong_led_flash,31
2026-07-15 14:43:00,camera_001,monkey,0.9585,led_flash_buzzer,57
2026-07-15 16:45:00,camera_001,monkey,0.7709,led_flash_buzzer,22
2026-07-15 18:20:00,camera_001,boar,0.7281,wolf_voice,96
2026-07-15 22:06:00,camera_001,boar,0.8045,led_flash_buzzer,120
2026-07-16 03:58:00,camera_001,monkey,0.7423,predator_voice,54
2026-07-16 04:29:00,camera_001,boar,0.9397,wolf_voice,78
2026-07-16 22:33:00,camera_001,monkey,0.8579,led_flash_buzzer,52
2026-07-16 23:20:00,camera_001,boar,0.8218,strong_led_flash,3
2026-07-17 00:11:00,camera_001,boar,0.9835,led_flash_buzzer,12
2026-07-17 10:21:00,camera_001,boar,0.8056,strong_led_flash,4
2026-07-17 11:07:00,camera_001,boar,0.8732,wolf_voice,56
2026-07-17 23:34:00,camera_001,boar,0.9891,led_flash_buzzer,116
2026-07-17 23:38:00,camera_001,monkey,0.7711,random_buzzer,20
2026-07-18 02:31:00,camera_001,boar,0.7405,wolf_voice,69
2026-07-18 04:32:00,camera_001,monkey,0.9719,led_flash_buzzer,39
2026-07-18 06:07:00,camera_001,monkey,0.8996,predator_voice,69
2026-07-18 12:02:00,camera_001,monkey,0.9658,random_buzzer,80
2026-07-18 12:39:00,camera_001,boar,0.9103,wolf_voice,52
2026-07-18 15:05:00,camera_001,boar,0.7372,led_flash_buzzer,70
2026-07-18 17:43:00,camera_001,boar,0.8315,strong_led_flash,107
2026-07-18 23:18:00,camera_001,boar,0.8861,strong_led_flash,50
2026-07-19 01:05:00,camera_001,boar,0.8829,wolf_voice,107
2026-07-19 01:20:00,camera_001,boar,0.8798,led_flash_buzzer,92
2026-07-19 02:16:00,camera_001,monkey,0.7792,predator_voice,76
2026-07-19 03:00:00,camera_001,monkey,0.9191,led_flash_buzzer,105
2026-07-19 05:19:00,camera_001,boar,0.978,wolf_voice,88
2026-07-19 05:57:00,camera_001,monkey,0.8604,led_flash_buzzer,95
2026-07-19 08:28:00,camera_001,boar,0.7861,wolf_voice,76
2026-07-19 13:08:00,camera_001,monkey,0.7219,random_buzzer,57
2026-07-19 13:25:00,camera_001,monkey,0.9444,led_flash_buzzer,92
2026-07-19 13:45:00,camera_001,monkey,0.9209,led_flash_buzzer,108
2026-07-19 13:51:00,camera_001,monkey,0.8322,random_buzzer,80
2026-07-19 14:20:00,camera_001,monkey,0.7898,random_buzzer,83
2026-07-19 16:52:00,camera_001,boar,0.8174,led_flash_buzzer,87
2026-07-19 17:39:00,camera_001,monkey,0.9207,led_flash_buzzer,25
2026-07-19 20:45:00,camera_001,boar,0.7686,wolf_voice,24
2026-07-19 21:02:00,camera_001,monkey,0.8083,predator_voice,103
2026-07-19 22:20:00,camera_001,monkey,0.8715,random_buzzer,63
2026-07-20 03:17:00,camera_001,monkey,0.7695,predator_voice,112
2026-07-20 03:28:00,camera_001,boar,0.9071,strong_led_flash,114
2026-07-20 05:32:00,camera_001,monkey,0.7212,random_buzzer,7
2026-07-20 08:31:00,camera_001,monkey,0.8635,predator_voice,114
2026-07-20 10:07:00,camera_001,boar,0.8587,wolf_voice,11
2026-07-20 12:01:00,camera_001,boar,0.8473,led_flash_buzzer,57
2026-07-20 13:11:00,camera_001,boar,0.934,led_flash_buzzer,55
2026-07-20 17:43:00,camera_001,monkey,0.9443,random_buzzer,5
2026-07-20 18:45:00,camera_001,boar,0.9283,led_flash_buzzer,114
2026-07-21 00:10:00,camera_001,boar,0.7708,strong_led_flash,107
2026-07-21 00:50:00,camera_001,boar,0.8707,wolf_voice,63
2026-07-21 01:49:00,camera_001,monkey,0.8996,led_flash_buzzer,28
2026-07-21 03:45:00,camera_001,monkey,0.7901,predator_voice,12
